"~id","~labels","name","chapterName","type","id","kind","gloss"
"4:13c24cab-0708-4375-8014-8513a8fd1335:182926","elementSpec","classSpec",,,"classSpec",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182927","elementSpec","dataSpec",,,"dataSpec",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182928","elementSpec","macroSpec",,,"macroSpec",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182929","elementSpec","remarks",,,"remarks",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182930","elementSpec","listRef",,,"listRef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182931","elementSpec","exemplum",,,"exemplum",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182932","elementSpec","classes",,,"classes",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182933","elementSpec","memberOf",,,"memberOf",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182934","elementSpec","equiv",,,"equiv",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182936","elementSpec","altIdent",,,"altIdent",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182937","elementSpec","model",,,"model",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182938","elementSpec","modelSequence",,,"modelSequence",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182939","elementSpec","modelGrp",,,"modelGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182940","elementSpec","outputRendition",,,"outputRendition",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182941","elementSpec","paramList",,,"paramList",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182942","elementSpec","paramSpec",,,"paramSpec",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182943","elementSpec","param",,,"param",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182944","elementSpec","content",,,"content",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182945","elementSpec","sequence",,,"sequence",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182946","elementSpec","alternate",,,"alternate",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182947","elementSpec","constraintDecl",,,"constraintDecl",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182948","elementSpec","constraint",,,"constraint",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182949","elementSpec","constraintSpec",,,"constraintSpec",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182950","elementSpec","attList",,,"attList",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182951","elementSpec","attDef",,,"attDef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182952","elementSpec","attRef",,,"attRef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182953","elementSpec","datatype",,,"datatype",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182954","elementSpec","dataRef",,,"dataRef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182955","elementSpec","dataFacet",,,"dataFacet",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182956","elementSpec","defaultVal",,,"defaultVal",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182957","elementSpec","valDesc",,,"valDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182958","elementSpec","valItem",,,"valItem",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182959","elementSpec","valList",,,"valList",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182960","elementSpec","textNode",,,"textNode",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182961","elementSpec","anyElement",,,"anyElement",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182962","elementSpec","empty",,,"empty",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header",,,,"header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core",,,,"core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183185","Module","textstructure",,,,"textstructure",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183186","Module","gaiji",,,,"gaiji",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183187","Module","verse",,,,"verse",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183188","Module","drama",,,,"drama",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183189","Module","spoken",,,,"spoken",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183190","Module","cmc",,,,"cmc",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183191","Module","dictionaries",,,,"dictionaries",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183192","Module","msdescription",,,,"msdescription",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183193","Module","transcr",,,,"transcr",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183194","Module","textcrit",,,,"textcrit",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183195","Module","namesdates",,,,"namesdates",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183196","Module","figures",,,,"figures",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183197","Module","corpus",,,,"corpus",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183198","Module","linking",,,,"linking",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183199","Module","analysis",,,,"analysis",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183200","Module","iso-fs",,,,"iso-fs",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183201","Module","nets",,,,"nets",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183202","Module","certainty",,,,"certainty",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183203","Module","tagdocs",,,,"tagdocs",
"4:13c24cab-0708-4375-8014-8513a8fd1335:183406","gloss","TEI header",,,,,"TEI header"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183407","gloss","en-tête TEI",,,,,"en-tête TEI"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183408","gloss","TEI 헤더",,,,,"TEI 헤더"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183409","gloss","TEI標頭",,,,,"TEI標頭"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183410","gloss","TEI-Header (elektronische Titelseite)",,,,,"TEI-Header (elektronische Titelseite)"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183411","gloss","Encabezado TEI",,,,,"Encabezado TEI"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183412","gloss","intestazione",,,,,"intestazione"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183413","gloss","file description",,,,,"file description"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183414","gloss","description bibliographique du fichier",,,,,"description bibliographique du fichier"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183415","gloss","파일 기술",,,,,"파일 기술"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183416","gloss","檔案描述",,,,,"檔案描述"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183417","gloss","Dateibeschreibung",,,,,"Dateibeschreibung"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183418","gloss","Descripción del archivo",,,,,"Descripción del archivo"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183419","gloss","descrizione del file",,,,,"descrizione del file"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183420","gloss","title statement",,,,,"title statement"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183421","gloss","mention de titre",,,,,"mention de titre"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183422","gloss","제목 진술",,,,,"제목 진술"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183423","gloss","題名陳述",,,,,"題名陳述"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183424","gloss","Angaben zum Titel",,,,,"Angaben zum Titel"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183425","gloss","declaración del título",,,,,"declaración del título"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183426","gloss","dichiarazione sul titolo",,,,,"dichiarazione sul titolo"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183427","gloss","sponsor",,,,,"sponsor"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183428","gloss","commanditaire",,,,,"commanditaire"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183429","gloss","Förderer",,,,,"Förderer"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183430","gloss","funding body",,,,,"funding body"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183431","gloss","financeur",,,,,"financeur"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183432","gloss","재정 지원 조직체",,,,,"재정 지원 조직체"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183433","gloss","資助者",,,,,"資助者"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183434","gloss","Geldgeber",,,,,"Geldgeber"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183435","gloss","responsable de la financiación",,,,,"responsable de la financiación"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183436","gloss","finanziatore",,,,,"finanziatore"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183437","gloss","principal researcher",,,,,"principal researcher"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183438","gloss","chercheur principal",,,,,"chercheur principal"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183439","gloss","책임 연구자",,,,,"책임 연구자"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183440","gloss","主導研究者",,,,,"主導研究者"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183441","gloss","Projektleiter",,,,,"Projektleiter"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183442","gloss","investigador principal",,,,,"investigador principal"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183443","gloss","ricercatore principale",,,,,"ricercatore principale"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183444","gloss","edition statement",,,,,"edition statement"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183445","gloss","mention d'édition",,,,,"mention d'édition"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183446","gloss","편집 진술",,,,,"편집 진술"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183447","gloss","版本陳述",,,,,"版本陳述"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183448","gloss","Angaben zur Ausgabe",,,,,"Angaben zur Ausgabe"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183449","gloss","declaración de la edición",,,,,"declaración de la edición"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183450","gloss","dichiarazione sull'edizione",,,,,"dichiarazione sull'edizione"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183451","gloss","edition",,,,,"edition"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183452","gloss","édition",,,,,"édition"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183453","gloss","편집, 판",,,,,"편집, 판"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183454","gloss","版本",,,,,"版本"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183455","gloss","Ausgabe",,,,,"Ausgabe"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183456","gloss","edición",,,,,"edición"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183457","gloss","Edizione",,,,,"Edizione"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183458","gloss","extent",,,,,"extent"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183459","gloss","étendue",,,,,"étendue"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183460","gloss","publication statement",,,,,"publication statement"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183461","gloss","mention de publication",,,,,"mention de publication"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183462","gloss","출판 진술",,,,,"출판 진술"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183463","gloss","出版陳述",,,,,"出版陳述"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183464","gloss","Angaben zur Veröffentlichung",,,,,"Angaben zur Veröffentlichung"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183465","gloss","declaración de la publicación",,,,,"declaración de la publicación"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183466","gloss","dichiarazione sulla pubblicazione",,,,,"dichiarazione sulla pubblicazione"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183467","gloss","distributor",,,,,"distributor"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183468","gloss","diffuseur",,,,,"diffuseur"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183469","gloss","Distributor",,,,,"Distributor"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183470","gloss","release authority",,,,,"release authority"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183471","gloss","responsable de la publication.",,,,,"responsable de la publication."
"4:13c24cab-0708-4375-8014-8513a8fd1335:183472","gloss","배포권자",,,,,"배포권자"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183473","gloss","供應機構",,,,,"供應機構"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183474","gloss","Freigabeinstanz",,,,,"Freigabeinstanz"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183475","gloss","responsable de la presentación",,,,,"responsable de la presentación"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183476","gloss","autorità di pubblicazione",,,,,"autorità di pubblicazione"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183477","gloss","刊行許可元",,,,,"刊行許可元"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183478","gloss","identifier",,,,,"identifier"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183479","gloss","identifiant",,,,,"identifiant"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183480","gloss","식별 숫자",,,,,"식별 숫자"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183481","gloss","識別代碼",,,,,"識別代碼"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183482","gloss","Identifikator",,,,,"Identifikator"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183483","gloss","número identificativo",,,,,"número identificativo"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183484","gloss","numero identificatore",,,,,"numero identificatore"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183485","gloss","availability",,,,,"availability"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183486","gloss","disponibilité",,,,,"disponibilité"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183487","gloss","disponibilità",,,,,"disponibilità"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183488","gloss","Verfügbarkeit",,,,,"Verfügbarkeit"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183489","gloss","series statement",,,,,"series statement"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183490","gloss","mention de collection",,,,,"mention de collection"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183491","gloss","연속간행물 진술",,,,,"연속간행물 진술"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183492","gloss","集叢陳述",,,,,"集叢陳述"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183493","gloss","Angaben zu einer Publikationsreihe",,,,,"Angaben zu einer Publikationsreihe"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183494","gloss","declaración de serie",,,,,"declaración de serie"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183495","gloss","dichiarazione sulla serie",,,,,"dichiarazione sulla serie"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183496","gloss","notes statement",,,,,"notes statement"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183497","gloss","mention de notes",,,,,"mention de notes"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183498","gloss","주석 진술",,,,,"주석 진술"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183499","gloss","附註陳述",,,,,"附註陳述"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183500","gloss","Zusätzliche Anmerkungen",,,,,"Zusätzliche Anmerkungen"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183501","gloss","declaración de notas",,,,,"declaración de notas"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183502","gloss","dichiarazione sulle note",,,,,"dichiarazione sulle note"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183503","gloss","source description",,,,,"source description"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183504","gloss","description de la source",,,,,"description de la source"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183505","gloss","원전 기술",,,,,"원전 기술"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183506","gloss","descripción de la fuente",,,,,"descripción de la fuente"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183507","gloss","descrizione della fonte",,,,,"descrizione della fonte"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183508","gloss","Beschreibung der Quellen",,,,,"Beschreibung der Quellen"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183509","gloss","fully-structured bibliographic citation",,,,,"fully-structured bibliographic citation"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183510","gloss","완전히 구조화된 서지 인용 정보",,,,,"완전히 구조화된 서지 인용 정보"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183511","gloss","citación bibliográfica estructurada completa",,,,,"citación bibliográfica estructurada completa"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183512","gloss","référence bibliographique totalement structurée",,,,,"référence bibliographique totalement structurée"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183513","gloss","citazione bibliografica strutturata",,,,,"citazione bibliografica strutturata"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183514","gloss","完全に構造化された典拠情報",,,,,"完全に構造化された典拠情報"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183515","gloss","encoding description",,,,,"encoding description"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183516","gloss","description de l'encodage",,,,,"description de l'encodage"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183517","gloss","부호화 기술",,,,,"부호화 기술"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183518","gloss","編碼描述",,,,,"編碼描述"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183519","gloss","Beschreibung der Kodierung",,,,,"Beschreibung der Kodierung"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183520","gloss","Descripción de la codificación",,,,,"Descripción de la codificación"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183521","gloss","descrizione della codifica",,,,,"descrizione della codifica"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183522","gloss","schema reference",,,,,"schema reference"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183523","gloss","project description",,,,,"project description"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183524","gloss","description du projet",,,,,"description du projet"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183525","gloss","프로젝트 기술",,,,,"프로젝트 기술"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183526","gloss","計畫描述",,,,,"計畫描述"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183527","gloss","Beschreibung des Projekts",,,,,"Beschreibung des Projekts"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183528","gloss","descripción del proyecto",,,,,"descripción del proyecto"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183529","gloss","descrizione del progetto",,,,,"descrizione del progetto"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183530","gloss","sampling declaration",,,,,"sampling declaration"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183531","gloss","déclaration d'échantillonnage",,,,,"déclaration d'échantillonnage"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183532","gloss","표본 추출 선언",,,,,"표본 추출 선언"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183533","gloss","取樣宣告",,,,,"取樣宣告"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183534","gloss","Angabe der Auswahlverfahren",,,,,"Angabe der Auswahlverfahren"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183535","gloss","declaración de muestra",,,,,"declaración de muestra"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183536","gloss","dichiarazione di campionatura",,,,,"dichiarazione di campionatura"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183537","gloss","editorial practice declaration",,,,,"editorial practice declaration"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183538","gloss","déclaration des pratiques éditoriales",,,,,"déclaration des pratiques éditoriales"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183539","gloss","편집 실행 선언",,,,,"편집 실행 선언"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183540","gloss","編輯實行宣告",,,,,"編輯實行宣告"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183541","gloss","Angabe der Editionsprinzipien",,,,,"Angabe der Editionsprinzipien"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183542","gloss","dichiarazione sulle pratiche editoriali",,,,,"dichiarazione sulle pratiche editoriali"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183543","gloss","correction principles",,,,,"correction principles"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183544","gloss","règles de correction",,,,,"règles de correction"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183545","gloss","수정 원리",,,,,"수정 원리"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183546","gloss","更正原則",,,,,"更正原則"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183547","gloss","Korrekturverfahren",,,,,"Korrekturverfahren"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183548","gloss","principios de corrección",,,,,"principios de corrección"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183549","gloss","principi di correzione",,,,,"principi di correzione"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183550","gloss","修正の原則",,,,,"修正の原則"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183551","gloss","normalization",,,,,"normalization"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183552","gloss","normalisation",,,,,"normalisation"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183553","gloss","quotation",,,,,"quotation"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183554","gloss","citation",,,,,"citation"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183555","gloss","hyphenation",,,,,"hyphenation"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183556","gloss","césurage",,,,,"césurage"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183557","gloss","segmentation",,,,,"segmentation"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183558","gloss","standard values",,,,,"standard values"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183559","gloss","valeurs normalisées",,,,,"valeurs normalisées"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183560","gloss","표준 값",,,,,"표준 값"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183561","gloss","標準值",,,,,"標準值"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183562","gloss","Standardwerte",,,,,"Standardwerte"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183563","gloss","valores estándard",,,,,"valores estándard"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183564","gloss","valori standard",,,,,"valori standard"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183565","gloss","interpretation",,,,,"interpretation"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183566","gloss","Interprétation",,,,,"Interprétation"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183567","gloss","tagging declaration",,,,,"tagging declaration"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183568","gloss","déclaration de balisage",,,,,"déclaration de balisage"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183569","gloss","태깅 선언",,,,,"태깅 선언"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183570","gloss","標誌宣告",,,,,"標誌宣告"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183571","gloss","Beschreibung des Tag-Gebrauchs",,,,,"Beschreibung des Tag-Gebrauchs"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183572","gloss","declaración del etiquetado",,,,,"declaración del etiquetado"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183573","gloss","dighiarazione sulla marcatura",,,,,"dighiarazione sulla marcatura"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183574","gloss","element usage",,,,,"element usage"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183575","gloss","usage des balises",,,,,"usage des balises"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183576","gloss","Verwendung eines Elements",,,,,"Verwendung eines Elements"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183577","gloss","namespace",,,,,"namespace"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183578","gloss","espace de noms",,,,,"espace de noms"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183579","gloss","rendition",,,,,"rendition"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183580","gloss","rendu",,,,,"rendu"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183581","gloss","style definition language declaration",,,,,"style definition language declaration"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183582","gloss","references declaration",,,,,"references declaration"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183583","gloss","Déclaration du système de références",,,,,"Déclaration du système de références"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183584","gloss","참조 선언",,,,,"참조 선언"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183585","gloss","參照宣告",,,,,"參照宣告"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183586","gloss","Angabe der Referenzstruktur",,,,,"Angabe der Referenzstruktur"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183587","gloss","declaración de referencias",,,,,"declaración de referencias"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183588","gloss","dichiarazione sui riferimenti",,,,,"dichiarazione sui riferimenti"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183589","gloss","citation structure",,,,,"citation structure"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183590","gloss","citation data",,,,,"citation data"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183591","gloss","canonical reference pattern",,,,,"canonical reference pattern"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183592","gloss","Modèle de référence canonique",,,,,"Modèle de référence canonique"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183593","gloss","표준 참조 유형",,,,,"표준 참조 유형"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183594","gloss","定義如何將標準參照轉換成統一資源識別符 (URI) 。",,,,,"定義如何將標準參照轉換成統一資源識別符 (URI) 。"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183595","gloss","kanonisches Referenzmodell",,,,,"kanonisches Referenzmodell"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183596","gloss","define cómo convertir una referncia canónica en un URI",,,,,"define cómo convertir una referncia canónica en un URI"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183597","gloss","definisce in che modo convertire un riferimento canonico in un URI",,,,,"definisce in che modo convertire un riferimento canonico in un URI"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183598","gloss","標準的参照パタン",,,,,"標準的参照パタン"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183599","gloss","prefix definition",,,,,"prefix definition"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183600","gloss","list of prefix definitions",,,,,"list of prefix definitions"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183601","gloss","reference state",,,,,"reference state"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183602","gloss","참조 상태",,,,,"참조 상태"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183603","gloss","estado de la referencia",,,,,"estado de la referencia"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183604","gloss","état de la référence",,,,,"état de la référence"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183605","gloss","stato del riferimento",,,,,"stato del riferimento"
"4:13c24cab-0708-4375-8014-8513a8fd1335:183606","gloss","分界狀態",,,,,"分界狀態"
