"~start_node_id","~start_node_labels","~start_node_property_name","~start_node_property_id","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_Relates-To","~end_node_property_id","~end_node_property_Citation","~end_node_property_Specs","~end_node_property_Paragraphs","~start_node_property_Relates-To","~start_node_property_Citation","~start_node_property_Specs","~start_node_property_Paragraphs","~start_node_property_type","~start_node_property_filename","~start_node_property_timestamp","~end_node_property_type"
"4:7856e765-51e7-420d-bd24-570ba6669a83:65","Subsection","Components of Bibliographic References","COBICO","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:71","NestedSubsection","Analytic, Monographic, and Series Levels",,"COBICOL",,,,"['COBICOO']",,,"['This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:66","Subsection","Sense Information","DITPSE","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:80","NestedSubsection","Definitions",,"DITPDE",,,,"['DITPDE','DITPTR']",,,"['Dictionaries may describe the meanings of words in a wide variety of different ways—by means of synonyms','paraphrases','translations into other languages','formal definitions in various highly stylized forms','etc. No attempt is made here to distinguish all the different forms which sense information may take; all of them may be tagged using the def element described in section DITPDE (Definitions) . As a special case it is frequently desirable to distinguish the provision of translation equivalents in other languages from other forms of sense information; the use of cit type='translation' (which groups a translation equivalent with related information such as its grammatical description) for this purpose is described in section DITPTR (Translation Equivalents) .','Dictionaries may describe the meanings of words in a wide variety of different ways—by means of synonyms','paraphrases','translations into other languages','formal definitions in various highly stylized forms','etc. No attempt is made here to distinguish all the different forms which sense information may take; all of them may be tagged using the def element described in section DITPDE (Definitions) . As a special case it is frequently desirable to distinguish the provision of translation equivalents in other languages from other forms of sense information; the use of cit type='translation' (which groups a translation equivalent with related information such as its grammatical description) for this purpose is described in section DITPTR (Translation Equivalents) .','Dictionaries may describe the meanings of words in a wide variety of different ways—by means of synonyms','paraphrases','translations into other languages','formal definitions in various highly stylized forms','etc. No attempt is made here to distinguish all the different forms which sense information may take; all of them may be tagged using the def element described in section DITPDE (Definitions) . As a special case it is frequently desirable to distinguish the provision of translation equivalents in other languages from other forms of sense information; the use of cit type='translation' (which groups a translation equivalent with related information such as its grammatical description) for this purpose is described in section DITPTR (Translation Equivalents) .','Dictionaries may describe the meanings of words in a wide variety of different ways—by means of synonyms','paraphrases','translations into other languages','formal definitions in various highly stylized forms','etc. No attempt is made here to distinguish all the different forms which sense information may take; all of them may be tagged using the def element described in section DITPDE (Definitions) . As a special case it is frequently desirable to distinguish the provision of translation equivalents in other languages from other forms of sense information; the use of cit type='translation' (which groups a translation equivalent with related information such as its grammatical description) for this purpose is described in section DITPTR (Translation Equivalents) .','Dictionaries may describe the meanings of words in a wide variety of different ways—by means of synonyms','paraphrases','translations into other languages','formal definitions in various highly stylized forms','etc. No attempt is made here to distinguish all the different forms which sense information may take; all of them may be tagged using the def element described in section DITPDE (Definitions) . As a special case it is frequently desirable to distinguish the provision of translation equivalents in other languages from other forms of sense information; the use of cit type='translation' (which groups a translation equivalent with related information such as its grammatical description) for this purpose is described in section DITPTR (Translation Equivalents) .','Dictionaries may describe the meanings of words in a wide variety of different ways—by means of synonyms','paraphrases','translations into other languages','formal definitions in various highly stylized forms','etc. No attempt is made here to distinguish all the different forms which sense information may take; all of them may be tagged using the def element described in section DITPDE (Definitions) . As a special case it is frequently desirable to distinguish the provision of translation equivalents in other languages from other forms of sense information; the use of cit type='translation' (which groups a translation equivalent with related information such as its grammatical description) for this purpose is described in section DITPTR (Translation Equivalents) .','Dictionaries may describe the meanings of words in a wide variety of different ways—by means of synonyms','paraphrases','translations into other languages','formal definitions in various highly stylized forms','etc. No attempt is made here to distinguish all the different forms which sense information may take; all of them may be tagged using the def element described in section DITPDE (Definitions) . As a special case it is frequently desirable to distinguish the provision of translation equivalents in other languages from other forms of sense information; the use of cit type='translation' (which groups a translation equivalent with related information such as its grammatical description) for this purpose is described in section DITPTR (Translation Equivalents) .','Dictionaries may describe the meanings of words in a wide variety of different ways—by means of synonyms','paraphrases','translations into other languages','formal definitions in various highly stylized forms','etc. No attempt is made here to distinguish all the different forms which sense information may take; all of them may be tagged using the def element described in section DITPDE (Definitions) . As a special case it is frequently desirable to distinguish the provision of translation equivalents in other languages from other forms of sense information; the use of cit type='translation' (which groups a translation equivalent with related information such as its grammatical description) for this purpose is described in section DITPTR (Translation Equivalents) .']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:67","Subsection","Object Description","msph1","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:93","NestedSubsection","Support",,"msph1sup",,,,"['msphrase']",,,"['The objectDesc element is used to group together those parts of the physical description which relate specifically to the text-bearing object','its format','constitution','layout','etc. The objectDesc element is used for grouping elements relating to the physicality of a text-bearing object as part of a manuscript description. If a full description of an object (text-bearing or not) is desired','the more general object element may be preferred. The form attribute is used to indicate the specific type of writing vehicle being described','for example','as a codex','roll','tablet','etc. If used it must appear first in the sequence of specialized elements. The objectDesc element has two parts: a description of the support','i.e. the physical carrier on which the text is inscribed; and a description of the layout','i.e. the way text is organized on the carrier. Taking these in turn','the description of the support is tagged using the following elements','each of which is discussed in more detail below: Each of these elements contains paragraphs relating to the topic concerned. Within these paragraphs','phrase-level elements (in particular those discussed above at msphrase (Phrase-level Elements) )','may be used to tag specific terms of interest if so desired. Mostly paper','with watermarks unicorn (Briquet 9993) and ox (close to Briquet 2785). The first and last leaf of each quire','with the exception of quires xvi and xviii','are constituted by bifolia of parchment','and all seven miniatures have been painted on inserted singletons of parchment. This example combines information which might alternatively be more precisely tagged using the more specific elements described in the following subsections.','The objectDesc element is used to group together those parts of the physical description which relate specifically to the text-bearing object','its format','constitution','layout','etc. The objectDesc element is used for grouping elements relating to the physicality of a text-bearing object as part of a manuscript description. If a full description of an object (text-bearing or not) is desired','the more general object element may be preferred. The form attribute is used to indicate the specific type of writing vehicle being described','for example','as a codex','roll','tablet','etc. If used it must appear first in the sequence of specialized elements. The objectDesc element has two parts: a description of the support','i.e. the physical carrier on which the text is inscribed; and a description of the layout','i.e. the way text is organized on the carrier. Taking these in turn','the description of the support is tagged using the following elements','each of which is discussed in more detail below: Each of these elements contains paragraphs relating to the topic concerned. Within these paragraphs','phrase-level elements (in particular those discussed above at msphrase (Phrase-level Elements) )','may be used to tag specific terms of interest if so desired. Mostly paper','with watermarks unicorn (Briquet 9993) and ox (close to Briquet 2785). The first and last leaf of each quire','with the exception of quires xvi and xviii','are constituted by bifolia of parchment','and all seven miniatures have been painted on inserted singletons of parchment. This example combines information which might alternatively be more precisely tagged using the more specific elements described in the following subsections.','The objectDesc element is used to group together those parts of the physical description which relate specifically to the text-bearing object','its format','constitution','layout','etc. The objectDesc element is used for grouping elements relating to the physicality of a text-bearing object as part of a manuscript description. If a full description of an object (text-bearing or not) is desired','the more general object element may be preferred. The form attribute is used to indicate the specific type of writing vehicle being described','for example','as a codex','roll','tablet','etc. If used it must appear first in the sequence of specialized elements. The objectDesc element has two parts: a description of the support','i.e. the physical carrier on which the text is inscribed; and a description of the layout','i.e. the way text is organized on the carrier. Taking these in turn','the description of the support is tagged using the following elements','each of which is discussed in more detail below: Each of these elements contains paragraphs relating to the topic concerned. Within these paragraphs','phrase-level elements (in particular those discussed above at msphrase (Phrase-level Elements) )','may be used to tag specific terms of interest if so desired. Mostly paper','with watermarks unicorn (Briquet 9993) and ox (close to Briquet 2785). The first and last leaf of each quire','with the exception of quires xvi and xviii','are constituted by bifolia of parchment','and all seven miniatures have been painted on inserted singletons of parchment. This example combines information which might alternatively be more precisely tagged using the more specific elements described in the following subsections.']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:68","Subsection","Witness Information","TCAPLW","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:82","NestedSubsection","Witness Detail Information",,"TCAPWD",,,,"['TCAPWD','TCSCWL','TCAPWL']",,,"['A given reading is associated with the set of witnesses attesting it by listing the witnesses in the wit attribute on the rdg or lem element. Special mechanisms','described in the following sections','are needed to associate annotation on a reading with one specific witness among several (section TCAPWD (Witness Detail Information) )','to transcribe witness information verbatim from a source edition (section TCSCWL (Witness Information in the Source) )','and to identify the formal lists of witnesses typically provided in the front matter of critical editions (section TCAPWL (The Witness List) ).','A given reading is associated with the set of witnesses attesting it by listing the witnesses in the wit attribute on the rdg or lem element. Special mechanisms','described in the following sections','are needed to associate annotation on a reading with one specific witness among several (section TCAPWD (Witness Detail Information) )','to transcribe witness information verbatim from a source edition (section TCSCWL (Witness Information in the Source) )','and to identify the formal lists of witnesses typically provided in the front matter of critical editions (section TCAPWL (The Witness List) ).','A given reading is associated with the set of witnesses attesting it by listing the witnesses in the wit attribute on the rdg or lem element. Special mechanisms','described in the following sections','are needed to associate annotation on a reading with one specific witness among several (section TCAPWD (Witness Detail Information) )','to transcribe witness information verbatim from a source edition (section TCSCWL (Witness Information in the Source) )','and to identify the formal lists of witnesses typically provided in the front matter of critical editions (section TCAPWL (The Witness List) ).','A given reading is associated with the set of witnesses attesting it by listing the witnesses in the wit attribute on the rdg or lem element. Special mechanisms','described in the following sections','are needed to associate annotation on a reading with one specific witness among several (section TCAPWD (Witness Detail Information) )','to transcribe witness information verbatim from a source edition (section TCSCWL (Witness Information in the Source) )','and to identify the formal lists of witnesses typically provided in the front matter of critical editions (section TCAPWL (The Witness List) ).','A given reading is associated with the set of witnesses attesting it by listing the witnesses in the wit attribute on the rdg or lem element. Special mechanisms','described in the following sections','are needed to associate annotation on a reading with one specific witness among several (section TCAPWD (Witness Detail Information) )','to transcribe witness information verbatim from a source edition (section TCSCWL (Witness Information in the Source) )','and to identify the formal lists of witnesses typically provided in the front matter of critical editions (section TCAPWL (The Witness List) ).','A given reading is associated with the set of witnesses attesting it by listing the witnesses in the wit attribute on the rdg or lem element. Special mechanisms','described in the following sections','are needed to associate annotation on a reading with one specific witness among several (section TCAPWD (Witness Detail Information) )','to transcribe witness information verbatim from a source edition (section TCSCWL (Witness Information in the Source) )','and to identify the formal lists of witnesses typically provided in the front matter of critical editions (section TCAPWL (The Witness List) ).']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:69","Subsection","The Person Element","NDPERSE","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:85","NestedSubsection","Personal Characteristics",,"NDPERSEpc",,,,"['ND-org','SASOstdf','MD','NDATTS']",,,"['Information about a person','as distinct from references to a person','for example by name','is grouped together within a person element. Information about a group of people regarded as a single entity (for example the audience of a performance) may be encoded using the personGrp element. Note however that information about a group of people with a distinct identity (for example a named theatrical troupe) should be recorded using the org element described in section ND-org (Organizational Data) below.These elements may appear only within a listPerson element','which groups such descriptions together','and optionally also describes relationships amongst the people listed. One or more listPerson elements may be supplied within the standOff element (see SASOstdf (The standOff Container) ) or','when used to list the participants in a linguistic interaction','within the particDesc (participant description) element in the profileDesc element of a TEI header. Like other forms of list','however','listPerson can also appear within the body of a text when the module defined by this chapter is included in a schema.The type attribute may be used to distinguish lists of people of different kinds where this is considered convenient: Adam Schiff District Attorney for Manhattan in seasons 1 to 10 of Law and Order. Mike Logan NYPD New York Police Department Detective regularly appearing in seasons 1 to 5 of Law and Order and seasons 5 to 7 of Law and Order: Criminal Intent. Benjamin Stone Executive Assistant District Attorney for Manhattan in seasons 1 to 4 of Law and Order Jack McCoy An Executive Assistant District Attorney then District Attorney for Manhattan in seasons 5 to 10 of Law and Order','in seasons 1','9','11','and 19 of Law and Order: Special Victims Unit','and in season 1 of Law and Order: Trial by Jury. Jamie Ross An Assistant District Attorney for Manhattan in seasons 7 &amp; 8 of Law and Order','and a defense attorney in seasons 10 &amp; 11','and then a judge in Law and Order: Trial by Jury. Joe Fontana NYPD New York Police Department Detective regularly appearing in seasons 15 &amp; 16 of Law and Order. Adam Schiff U.S. Representative from California since 2013. Mike Logan Gridiron football player for the Pittsburgh Steelers from 2001 to 2006. Benjamin Stone Michigan State Senator from 1968 to 1979. Jack McCoy Iowa State Representative from 1955 to 1959. Jamie Ross Broadway actor','with occasional forays into television','from 1971 to roughly 2007. Joe Fontana A member of Canada’s House of Commons from 1987 to 2006','and mayor of London','Ontario from 2010 to 2014. The person element carries several attributes. As a member of the classes att.global.responsibility','att.editLike','and att.global.source class','it carries the usual attributes for providing details about the information recorded for that person','such as its reliability or source: In addition','a small number of very commonly used personal properties may be recorded using attributes specific to person and personGrp: These attributes are intended for use where only a small amount of data is to be encoded in a more or less normalized form','possibly for many person elements','for example when encoding basic facts about respondents to a questionnaire. When however a more detailed encoding is required for all kinds of information about a person','for example in a historical gazetteer','then it will be more appropriate to use the elements age','sex and others described elsewhere in this chapter.Note that the age attribute is not intended to record the person's age expressed in years','months','or other temporal unit. Rather it is intended to record into which age bracket','for the purposes of some analysis','the person falls. A simple (perhaps too simple to be useful) binary classification of age brackets would be child and adult. The actual age brackets useful to various projects are likely to be varied and idiosyncratic','and thus these Guidelines make no particular recommendation as to possible values. Instead','individual projects are recommended to define the values they use in their own customization file','using a declaration like the following: less than 18 years of age 18 to 65 years of age over 65 years of age The above declaration','were it properly placed in a customization file','establishes that the age attribute of person has only three possible values','child','adult','and retired. For more information on customization see MD (Customization) .The person element may contain many sub-elements','each specifying a different property of the person being described. The remainder of this section describes these more specific elements. For convenience','these elements are grouped into three classes','corresponding with the tripartite division outlined above: one for traits','one for states and one for events. Each class may contain specific elements for common types of biographical information','and contains a generic element for other','user-defined','types of information.All the elements in these three classes belong to the attribute class att.datable','which provides the following attributes: as discussed in NDATTS (Attribute Classes Defined by This Module) above.']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:560","Subsection","Namespaces","SGname","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:70","NestedSubsection","Marked Sections",,"SG-ms",,,,"[]",,,"['A valid XML document necessarily specifies or implies some schema within which its constituent elements are defined and rules about their usage are given: this is a part of what it means to be valid. By contrast','a well formed XML document is not required to specify a schema at all. Nonetheless','it may well be useful to indicate that the element names used in it have some defined provenance. It might also be desirable to include in a document elements that are defined (possibly differently) in different schemas. A cabinet-maker's schema might well define an element called table with very different characteristics from those of a documentalist's.The concept of namespace was introduced into the XML language as a means of addressing these and related problems. If the markup of an XML document is thought of as an expression in some language','then a namespace may be thought of as analogous to the lexicon of that language. Just as a document can contain words taken from different languages','so a well-formed XML document can include elements taken from different namespaces. A namespace resembles a schema in that we may say that a given set of elements belongs to a given namespace','or are defined by a given schema. However','a schema is a set of element definitions','whereas a namespace is really only a property of a collection of elements: the only tangible form it takes in an XML document is its distinctive prefix and the identifying name associated with it.Suppose for example that we wish to extend our anthology to include a complex diagram. We might start by considering whether or not to extend our simple schema to include XML markup for such features as arcs','polygons','and other graphical elements. XML can be used to represent any kind of structure','not simply text','and there are clear advantages to having our text and our diagrams all expressed in the same way.Fortunately we do not need to invent a schema for the representation of graphical components such as diagrams; it already exists in the shape of the Scalable Vector Graphics (SVG) language defined by the W3C.The W3C Recommendation is defined at () . SVG is a widely used and rich XML vocabulary for representing all kinds of two-dimensional graphics; it is also well supported by existing software. Using an SVG-aware drawing package','we can easily draw our diagram and save it in XML format for inclusion within our anthology. When we do so','we need to indicate that this part of the document contains elements taken from the SVG namespace','if only to ensure that processing software does not confuse our line element with the SVG line','which means something quite different. An XML document need not specify any namespace: it is then said to use the null namespace. Alternatively','the root element of a document may supply a default namespace','understood to apply to all elements which have no namespace prefix. This is the function of the xmlns attribute which provides a unique name for the default namespace','in the form of a URI: In exactly the same way','on the root element for each part of our document which uses the SVG language','we might introduce the SVG namespace name: Although a namespace name usually uses the URI (Uniform Resource Identifier) syntax','it is not treated as an online address and an XML processor regards it just as a string','providing a longer name for the namespace.The xmlns attribute can also be used to associate a short prefix name with the namespace it defines. This is very useful if we want to mingle elements from different namespaces within the same document','since the prefix can be attached to any element','overriding the implicit namespace for itself (but not its children): There is no limit on the number of namespaces that a document can use. Provided that each is uniquely identified','an XML processor can identify those that are relevant','and validate them appropriately. To extend our example further','we might decide to add a linguistic analysis to each of the poems','using a set of elements such as aux','adj','etc.','derived from some pre-existing XML vocabulary for linguistic analysis. O Rose thou art sick']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:561","Subsection","The Reference System Declaration","HD54","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:88","NestedSubsection","Prose Method",,"HD54P",,,,"['CORS']",,,"['The refsDecl element is used to document the way in which any standard referencing scheme built into the encoding works. It may contain either a series of prose paragraphs or the following specialized elements: Note that not all possible referencing schemes are equally easily supported by current software systems. A choice must be made between the convenience of the encoder and the likely efficiency of the particular software applications envisaged','in this context as in many others. For a more detailed discussion of referencing systems supported by these Guidelines','see section CORS (Reference Systems) below. A referencing scheme may be described in one of four ways using this element: as a prose description as nested set of citation structure declarations as a series of pairs of regular expressions and XPaths as a concatenation of sequentially organized milestones Each method is described in more detail below. Only one method can be used within a single refsDecl element.More than one refsDecl element can be included in the header if more than one canonical reference scheme is to be used in the same document','but the current proposals do not check for mutual inconsistency.']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:447","ChapterContainer","front-chapters","front-chapters","CONTAINS_CHAPTER","4:7856e765-51e7-420d-bd24-570ba6669a83:450","Chapter","About These Guidelines",,"AB",,,,,,,,"Chapter Group",,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:448","ChapterContainer","body-chapters","body-chapters","CONTAINS_CHAPTER","4:7856e765-51e7-420d-bd24-570ba6669a83:453","Chapter","The TEI Infrastructure",,"ST",,,,,,,,"Chapter Group",,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:443","Document",,,"HAS_PART","4:7856e765-51e7-420d-bd24-570ba6669a83:444","Part","front",,,,,,,,,,,"digitai-p5subset.json","2025-06-18T20:47:57.694118-04:00",
"4:7856e765-51e7-420d-bd24-570ba6669a83:444","Part","front",,"CONTAINS_CHAPTER_CONTAINER","4:7856e765-51e7-420d-bd24-570ba6669a83:447","ChapterContainer","front-chapters",,"front-chapters",,,,,,,,,,,"Chapter Group"
"4:7856e765-51e7-420d-bd24-570ba6669a83:445","Part","body",,"CONTAINS_CHAPTER_CONTAINER","4:7856e765-51e7-420d-bd24-570ba6669a83:448","ChapterContainer","body-chapters",,"body-chapters",,,,,,,,,,,"Chapter Group"
"4:7856e765-51e7-420d-bd24-570ba6669a83:446","Part","back",,"CONTAINS_CHAPTER_CONTAINER","4:7856e765-51e7-420d-bd24-570ba6669a83:449","ChapterContainer","back-chapters",,"back-chapters",,,,,,,,,,,"Chapter Group"
"4:7856e765-51e7-420d-bd24-570ba6669a83:30","Section","The Profile Description","HD4","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:239","Chapter","Language Corpora",,"CC",,,,"['CC','CCAH','PH','PHDH','MS','PHDH','transpo']","Unpack BIB cites here","nf:specPuller() coming here","['The profileDesc element is the third major subdivision of the TEI header. It is an optional element','the purpose of which is to enable information characterizing various descriptive aspects of a text or a corpus to be recorded within a single unified framework. In principle','almost any component of the header might be of importance as a means of characterizing a text. The author of a written text','its title or its date of publication','may all be regarded as characterizing it at least as strongly as any of the parameters discussed in this section. The rule of thumb applied has been to exclude from discussion here most of the information which generally forms part of a standard bibliographic style description','if only because such information has already been included elsewhere in the TEI header. The profileDesc element contains elements taken from the model.profileDescPart class. The default members of this class are the following : These elements are further described in the remainder of this section.When the corpus module described in chapter CC (Language Corpora) is included in a schema','three further elements become available within the profileDesc element: For descriptions of these elements','see section CCAH (Contextual Information) .When the transcr module for the transcription of primary sources described in chapter PH (Representation of Primary Sources) is included in a schema','the following elements become available within the profileDesc element: For a description of the handNotes element','see section PHDH (Document Hands) . Its purpose is to group together a number of handNote elements','each of which describes a different hand or equivalent identified within a manuscript. The handNote element can also appear within a structured manuscript description','when the msdescription module described in chapter MS (Manuscript Description) is included in a schema. For this reason','the handNote element is actually declared within the header module','but is only accessible to a schema when one or other of the transcr or msdescription modules is included in a schema. See further the discussion at PHDH (Document Hands) . The listTranspose element is discussed in detail in section transpo (Transpositions) .']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:32","Section","Simple Editorial Changes","COED","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:240","Chapter","Linking, Segmentation, and Alignment",,"SA",,,,"['CONO','SA','SA','TC','PH']","Unpack BIB cites here","nf:specPuller() coming here","['As in editing a printed text','so in encoding a text in electronic form','it may be necessary to accommodate editorial comment on the text and to render account of any changes made to the text in preparing it. The tags described in this section may be used to record such editorial interventions','whether made by the encoder','by the editor of a printed edition used as a copy text','by earlier editors','or by the copyists of manuscripts.The tags described here handle most common types of editorial intervention and stereotyped comment; where less structured commentary of other types is to be included','it may be marked using the note element described in section CONO (Notes','Annotation','and Indexing) . Systematic interpretive annotation is also possible using the various methods described in chapter SA (Linking','Segmentation','and Alignment) . The examples given here illustrate only simple cases of editorial intervention; in particular','they permit economical encoding of a simple set of alternative readings of a short span of text. To encode multiple views of large or heterogeneous spans of text','the mechanisms described in chapter SA (Linking','Segmentation','and Alignment) should be used. To encode multiple witnesses of a particular text','a similar mechanism designed specifically for critical editions is described in chapter TC (Critical Apparatus) .For most of the elements discussed here','some encoders may wish to indicate both a responsibility','that is','a code indicating the person or agency responsible for making the editorial intervention in question','and also an indication of the degree of certainty which the encoder wishes to associate with the intervention. These requirements are served by the att.global.responsibility class','along with att.global.source and att.dimensions. Any of the elements discussed here thus may potentially carry any of the following optional attributes: Many of the elements discussed here can be used in two ways. Their primary purpose is to indicate that the text encoded as the element's content represents an editorial intervention (or non-intervention) of a specific kind','indicated by the element itself. However','pairs or other meaningful groupings of such elements can also be supplied','wrapped within a special purpose choice element: This element enables the encoder to represent for example a text in its original uncorrected and unaltered form','alongside the same text in one or more edited forms. This usage permits software to switch automatically between one view of a text and another','so that (for example) a stylesheet may be set to display either the text in its original form or after the application of editorial interventions of particular kinds.Elements which can be combined in this way constitute the model.choicePart class. The default members of this class are sic','corr','reg','orig','unclear','supplied','abbr','expan','ex','am and seg; some of their functions and usage are described further below.Three categories of editorial intervention are discussed in this section: indication or correction of apparent errors indication or regularization of variant','irregular','non-standard','or eccentric forms editorial additions','suppressions','and omissions A more extended treatment of the use of these tags in transcriptional and editorial work is given in chapter PH (Representation of Primary Sources) .']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:34","Section","Names, Numbers, Dates, Abbreviations, and Addresses","CONA","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:237","Chapter","Names, Dates, People, and Places",,"ND",,,,"['ND','PHAB']","Unpack BIB cites here","nf:specPuller() coming here","['This section describes a number of textual features which it is often convenient to distinguish from their surrounding text. Names','dates','and numbers are likely to be of particular importance to the scholar treating a text as source for a database; distinguishing such items from the surrounding text is however equally important to the scholar primarily interested in lexis.The treatment of these textual features proposed here is not intended to be exhaustive: fuller treatments for names','numbers','measures','and dates are provided in the names and dates module (see chapter ND (Names','Dates','People','and Places) ); more detailed treatment of abbreviations is provided by the transcription module (see section PHAB (Abbreviation and Expansion) ).']",,,,
